orderID,productID,unitPrice,quantity,discount,customerID,orderDate,requiredDate,shippedDate,productName,categoryName
10265,17,31.2,30,0,BLONP,25/07/2013,22/08/2013,12/08/2013,Alice Mutton,Meat & Poultry
10265,70,12,20,0,BLONP,25/07/2013,22/08/2013,12/08/2013,Outback Lager,Beverages
10266,12,30.4,12,0.05,WARTH,26/07/2013,06/09/2013,31/07/2013,Queso Manchego La Pastora,Dairy Products
10267,40,14.7,50,0,FRANK,29/07/2013,26/08/2013,06/08/2013,Boston Crab Meat,Seafood
10267,59,44,70,0.15,FRANK,29/07/2013,26/08/2013,06/08/2013,Raclette Courdavault,Dairy Products
10267,76,14.4,15,0.15,FRANK,29/07/2013,26/08/2013,06/08/2013,Lakkaliköri,Beverages
10268,29,99,10,0,GROSR,30/07/2013,27/08/2013,02/08/2013,Thüringer Rostbratwurst,Meat & Poultry
10268,72,27.8,4,0,GROSR,30/07/2013,27/08/2013,02/08/2013,Mozzarella di Giovanni,Dairy Products
10269,33,2,60,0.05,WHITC,31/07/2013,14/08/2013,09/08/2013,Geitost,Dairy Products
10269,72,27.8,20,0.05,WHITC,31/07/2013,14/08/2013,09/08/2013,Mozzarella di Giovanni,Dairy Products
10270,36,15.2,30,0,WARTH,01/08/2013,29/08/2013,02/08/2013,Inlagd Sill,Seafood
10270,43,36.8,25,0,WARTH,01/08/2013,29/08/2013,02/08/2013,Ipoh Coffee,Beverages
10271,33,2,24,0,SPLIR,01/08/2013,29/08/2013,30/08/2013,Geitost,Dairy Products
10272,20,64.8,6,0,RATTC,02/08/2013,30/08/2013,06/08/2013,Sir Rodney's Marmalade,Confections
10272,31,10,40,0,RATTC,02/08/2013,30/08/2013,06/08/2013,Gorgonzola Telino,Dairy Products
10272,72,27.8,24,0,RATTC,02/08/2013,30/08/2013,06/08/2013,Mozzarella di Giovanni,Dairy Products
10273,10,24.8,24,0.05,QUICK,05/08/2013,02/09/2013,12/08/2013,Ikura,Seafood
10273,31,10,15,0.05,QUICK,05/08/2013,02/09/2013,12/08/2013,Gorgonzola Telino,Dairy Products
10273,33,2,20,0,QUICK,05/08/2013,02/09/2013,12/08/2013,Geitost,Dairy Products
10273,40,14.7,60,0.05,QUICK,05/08/2013,02/09/2013,12/08/2013,Boston Crab Meat,Seafood
10273,76,14.4,33,0.05,QUICK,05/08/2013,02/09/2013,12/08/2013,Lakkaliköri,Beverages
10274,71,17.2,20,0,VINET,06/08/2013,03/09/2013,16/08/2013,Flotemysost,Dairy Products
10274,72,27.8,7,0,VINET,06/08/2013,03/09/2013,16/08/2013,Mozzarella di Giovanni,Dairy Products
10275,24,3.6,12,0.05,MAGAA,07/08/2013,04/09/2013,09/08/2013,Guarana Fantastica,Beverages
10275,59,44,6,0.05,MAGAA,07/08/2013,04/09/2013,09/08/2013,Raclette Courdavault,Dairy Products
10276,10,24.8,15,0,TORTU,08/08/2013,22/08/2013,14/08/2013,Ikura,Seafood
10276,13,4.8,10,0,TORTU,08/08/2013,22/08/2013,14/08/2013,Konbu,Seafood
10277,28,36.4,20,0,MORGK,09/08/2013,06/09/2013,13/08/2013,Rössle Sauerkraut,Produce
10277,62,39.4,12,0,MORGK,09/08/2013,06/09/2013,13/08/2013,Tarte au sucre,Confections
10278,44,15.5,16,0,BERGS,12/08/2013,09/09/2013,16/08/2013,Gula Malacca,Condiments
10278,59,44,15,0,BERGS,12/08/2013,09/09/2013,16/08/2013,Raclette Courdavault,Dairy Products
10278,63,35.1,8,0,BERGS,12/08/2013,09/09/2013,16/08/2013,Vegie-spread,Condiments
10278,73,12,25,0,BERGS,12/08/2013,09/09/2013,16/08/2013,Röd Kaviar,Seafood
10279,17,31.2,15,0.25,LEHMS,13/08/2013,10/09/2013,16/08/2013,Alice Mutton,Meat & Poultry
10280,24,3.6,12,0,BERGS,14/08/2013,11/09/2013,12/09/2013,Guarana Fantastica,Beverages
10280,55,19.2,20,0,BERGS,14/08/2013,11/09/2013,12/09/2013,Pâté chinois,Meat & Poultry
10280,75,6.2,30,0,BERGS,14/08/2013,11/09/2013,12/09/2013,Rhönbräu Klosterbier,Beverages
10281,19,7.3,1,0,ROMEY,14/08/2013,28/08/2013,21/08/2013,Teatime Chocolate Biscuits,Confections
10281,24,3.6,6,0,ROMEY,14/08/2013,28/08/2013,21/08/2013,Guarana Fantastica,Beverages
10281,35,14.4,4,0,ROMEY,14/08/2013,28/08/2013,21/08/2013,Steeleye Stout,Beverages
10282,30,20.7,6,0,ROMEY,15/08/2013,12/09/2013,21/08/2013,Nord-Ost Matjeshering,Seafood
10282,57,15.6,2,0,ROMEY,15/08/2013,12/09/2013,21/08/2013,Ravioli Angelo,Grains & Cereals
10283,15,12.4,20,0,LILAS,16/08/2013,13/09/2013,23/08/2013,Genen Shouyu,Condiments
10283,19,7.3,18,0,LILAS,16/08/2013,13/09/2013,23/08/2013,Teatime Chocolate Biscuits,Confections
10283,60,27.2,35,0,LILAS,16/08/2013,13/09/2013,23/08/2013,Camembert Pierrot,Dairy Products
10283,72,27.8,3,0,LILAS,16/08/2013,13/09/2013,23/08/2013,Mozzarella di Giovanni,Dairy Products
10284,27,35.1,15,0.25,LEHMS,19/08/2013,16/09/2013,27/08/2013,Schoggi Schokolade,Confections
10284,44,15.5,21,0,LEHMS,19/08/2013,16/09/2013,27/08/2013,Gula Malacca,Condiments
10284,60,27.2,20,0.25,LEHMS,19/08/2013,16/09/2013,27/08/2013,Camembert Pierrot,Dairy Products
10284,67,11.2,5,0.25,LEHMS,19/08/2013,16/09/2013,27/08/2013,Laughing Lumberjack Lager,Beverages
10285,1,14.4,45,0.2,QUICK,20/08/2013,17/09/2013,26/08/2013,Chai,Beverages
10285,40,14.7,40,0.2,QUICK,20/08/2013,17/09/2013,26/08/2013,Boston Crab Meat,Seafood
10285,53,26.2,36,0.2,QUICK,20/08/2013,17/09/2013,26/08/2013,Perth Pasties,Meat & Poultry
10286,35,14.4,100,0,QUICK,21/08/2013,18/09/2013,30/08/2013,Steeleye Stout,Beverages
10286,62,39.4,40,0,QUICK,21/08/2013,18/09/2013,30/08/2013,Tarte au sucre,Confections
10287,16,13.9,40,0.15,RICAR,22/08/2013,19/09/2013,28/08/2013,Pavlova,Confections
10287,34,11.2,20,0,RICAR,22/08/2013,19/09/2013,28/08/2013,Sasquatch Ale,Beverages
10287,46,9.6,15,0.15,RICAR,22/08/2013,19/09/2013,28/08/2013,Spegesild,Seafood
10288,54,5.9,10,0.1,REGGC,23/08/2013,20/09/2013,03/09/2013,Tourtière,Meat & Poultry
10288,68,10,3,0.1,REGGC,23/08/2013,20/09/2013,03/09/2013,Scottish Longbreads,Confections
10289,3,8,30,0,BSBEV,26/08/2013,23/09/2013,28/08/2013,Aniseed Syrup,Condiments
10289,64,26.6,9,0,BSBEV,26/08/2013,23/09/2013,28/08/2013,Wimmers gute Semmelknödel,Grains & Cereals
10290,5,17,20,0,COMMI,27/08/2013,24/09/2013,03/09/2013,Chef Anton's Gumbo Mix,Condiments
10290,29,99,15,0,COMMI,27/08/2013,24/09/2013,03/09/2013,Thüringer Rostbratwurst,Meat & Poultry
10290,49,16,15,0,COMMI,27/08/2013,24/09/2013,03/09/2013,Maxilaku,Confections
10290,77,10.4,10,0,COMMI,27/08/2013,24/09/2013,03/09/2013,Original Frankfurter Grüne Soße,Condiments
10291,13,4.8,20,0.1,QUEDE,27/08/2013,24/09/2013,04/09/2013,Konbu,Seafood
10291,44,15.5,24,0.1,QUEDE,27/08/2013,24/09/2013,04/09/2013,Gula Malacca,Condiments
10291,51,42.4,2,0.1,QUEDE,27/08/2013,24/09/2013,04/09/2013,Manjimup Dried Apples,Produce
10292,20,64.8,20,0,TRADH,28/08/2013,25/09/2013,02/09/2013,Sir Rodney's Marmalade,Confections
10293,18,50,12,0,TORTU,29/08/2013,26/09/2013,11/09/2013,Carnarvon Tigers,Seafood
10293,24,3.6,10,0,TORTU,29/08/2013,26/09/2013,11/09/2013,Guarana Fantastica,Beverages
10293,63,35.1,5,0,TORTU,29/08/2013,26/09/2013,11/09/2013,Vegie-spread,Condiments
10293,75,6.2,6,0,TORTU,29/08/2013,26/09/2013,11/09/2013,Rhönbräu Klosterbier,Beverages
10294,1,14.4,18,0,RATTC,30/08/2013,27/09/2013,05/09/2013,Chai,Beverages
10294,17,31.2,15,0,RATTC,30/08/2013,27/09/2013,05/09/2013,Alice Mutton,Meat & Poultry
10294,43,36.8,15,0,RATTC,30/08/2013,27/09/2013,05/09/2013,Ipoh Coffee,Beverages
10294,60,27.2,21,0,RATTC,30/08/2013,27/09/2013,05/09/2013,Camembert Pierrot,Dairy Products
10294,75,6.2,6,0,RATTC,30/08/2013,27/09/2013,05/09/2013,Rhönbräu Klosterbier,Beverages
10295,56,30.4,4,0,VINET,02/09/2013,30/09/2013,10/09/2013,Gnocchi di nonna Alice,Grains & Cereals
10296,11,16.8,12,0,LILAS,03/09/2013,01/10/2013,11/09/2013,Queso Cabrales,Dairy Products
10296,16,13.9,30,0,LILAS,03/09/2013,01/10/2013,11/09/2013,Pavlova,Confections
10296,69,28.8,15,0,LILAS,03/09/2013,01/10/2013,11/09/2013,Gudbrandsdalsost,Dairy Products
10297,39,14.4,60,0,BLONP,04/09/2013,16/10/2013,10/09/2013,Chartreuse verte,Beverages
10297,72,27.8,20,0,BLONP,04/09/2013,16/10/2013,10/09/2013,Mozzarella di Giovanni,Dairy Products
10298,2,15.2,40,0,HUNGO,05/09/2013,03/10/2013,11/09/2013,Chang,Beverages
10298,36,15.2,40,0.25,HUNGO,05/09/2013,03/10/2013,11/09/2013,Inlagd Sill,Seafood
10298,59,44,30,0.25,HUNGO,05/09/2013,03/10/2013,11/09/2013,Raclette Courdavault,Dairy Products
10298,62,39.4,15,0,HUNGO,05/09/2013,03/10/2013,11/09/2013,Tarte au sucre,Confections
10299,19,7.3,15,0,RICAR,06/09/2013,04/10/2013,13/09/2013,Teatime Chocolate Biscuits,Confections
10299,70,12,20,0,RICAR,06/09/2013,04/10/2013,13/09/2013,Outback Lager,Beverages
10300,66,13.6,30,0,MAGAA,09/09/2013,07/10/2013,18/09/2013,Louisiana Hot Spiced Okra,Condiments
10300,68,10,20,0,MAGAA,09/09/2013,07/10/2013,18/09/2013,Scottish Longbreads,Confections
10301,40,14.7,10,0,WANDK,09/09/2013,07/10/2013,17/09/2013,Boston Crab Meat,Seafood
10301,56,30.4,20,0,WANDK,09/09/2013,07/10/2013,17/09/2013,Gnocchi di nonna Alice,Grains & Cereals
10302,17,31.2,40,0,SUPRD,10/09/2013,08/10/2013,09/10/2013,Alice Mutton,Meat & Poultry
10302,28,36.4,28,0,SUPRD,10/09/2013,08/10/2013,09/10/2013,Rössle Sauerkraut,Produce
10302,43,36.8,12,0,SUPRD,10/09/2013,08/10/2013,09/10/2013,Ipoh Coffee,Beverages
10303,40,14.7,40,0.1,GODOS,11/09/2013,09/10/2013,18/09/2013,Boston Crab Meat,Seafood
10303,65,16.8,30,0.1,GODOS,11/09/2013,09/10/2013,18/09/2013,Louisiana Fiery Hot Pepper Sauce,Condiments
10303,68,10,15,0.1,GODOS,11/09/2013,09/10/2013,18/09/2013,Scottish Longbreads,Confections
10304,49,16,30,0,TORTU,12/09/2013,10/10/2013,17/09/2013,Maxilaku,Confections
10304,59,44,10,0,TORTU,12/09/2013,10/10/2013,17/09/2013,Raclette Courdavault,Dairy Products
10304,71,17.2,2,0,TORTU,12/09/2013,10/10/2013,17/09/2013,Flotemysost,Dairy Products
10305,18,50,25,0.1,OLDWO,13/09/2013,11/10/2013,09/10/2013,Carnarvon Tigers,Seafood
10305,29,99,25,0.1,OLDWO,13/09/2013,11/10/2013,09/10/2013,Thüringer Rostbratwurst,Meat & Poultry
10305,39,14.4,30,0.1,OLDWO,13/09/2013,11/10/2013,09/10/2013,Chartreuse verte,Beverages
10306,30,20.7,10,0,ROMEY,16/09/2013,14/10/2013,23/09/2013,Nord-Ost Matjeshering,Seafood
10306,53,26.2,10,0,ROMEY,16/09/2013,14/10/2013,23/09/2013,Perth Pasties,Meat & Poultry
10306,54,5.9,5,0,ROMEY,16/09/2013,14/10/2013,23/09/2013,Tourtière,Meat & Poultry
10307,62,39.4,10,0,LONEP,17/09/2013,15/10/2013,25/09/2013,Tarte au sucre,Confections
10307,68,10,3,0,LONEP,17/09/2013,15/10/2013,25/09/2013,Scottish Longbreads,Confections
10308,69,28.8,1,0,ANATR,18/09/2013,16/10/2013,24/09/2013,Gudbrandsdalsost,Dairy Products
10308,70,12,5,0,ANATR,18/09/2013,16/10/2013,24/09/2013,Outback Lager,Beverages
10309,4,17.6,20,0,HUNGO,19/09/2013,17/10/2013,23/10/2013,Chef Anton's Cajun Seasoning,Condiments
10309,6,20,30,0,HUNGO,19/09/2013,17/10/2013,23/10/2013,Grandma's Boysenberry Spread,Condiments
10309,42,11.2,2,0,HUNGO,19/09/2013,17/10/2013,23/10/2013,Singaporean Hokkien Fried Mee,Grains & Cereals
10309,43,36.8,20,0,HUNGO,19/09/2013,17/10/2013,23/10/2013,Ipoh Coffee,Beverages
10309,71,17.2,3,0,HUNGO,19/09/2013,17/10/2013,23/10/2013,Flotemysost,Dairy Products
10310,16,13.9,10,0,THEBI,20/09/2013,18/10/2013,27/09/2013,Pavlova,Confections
10310,62,39.4,5,0,THEBI,20/09/2013,18/10/2013,27/09/2013,Tarte au sucre,Confections
10311,42,11.2,6,0,DUMON,20/09/2013,04/10/2013,26/09/2013,Singaporean Hokkien Fried Mee,Grains & Cereals
10311,69,28.8,7,0,DUMON,20/09/2013,04/10/2013,26/09/2013,Gudbrandsdalsost,Dairy Products
10312,28,36.4,4,0,WANDK,23/09/2013,21/10/2013,03/10/2013,Rössle Sauerkraut,Produce
10312,43,36.8,24,0,WANDK,23/09/2013,21/10/2013,03/10/2013,Ipoh Coffee,Beverages
10312,53,26.2,20,0,WANDK,23/09/2013,21/10/2013,03/10/2013,Perth Pasties,Meat & Poultry
10312,75,6.2,10,0,WANDK,23/09/2013,21/10/2013,03/10/2013,Rhönbräu Klosterbier,Beverages
10313,36,15.2,12,0,QUICK,24/09/2013,22/10/2013,04/10/2013,Inlagd Sill,Seafood
10314,32,25.6,40,0.1,RATTC,25/09/2013,23/10/2013,04/10/2013,Mascarpone Fabioli,Dairy Products
10314,58,10.6,30,0.1,RATTC,25/09/2013,23/10/2013,04/10/2013,Escargots de Bourgogne,Seafood
10314,62,39.4,25,0.1,RATTC,25/09/2013,23/10/2013,04/10/2013,Tarte au sucre,Confections
10315,34,11.2,14,0,ISLAT,26/09/2013,24/10/2013,03/10/2013,Sasquatch Ale,Beverages
10315,70,12,30,0,ISLAT,26/09/2013,24/10/2013,03/10/2013,Outback Lager,Beverages
10316,41,7.7,10,0,RATTC,27/09/2013,25/10/2013,08/10/2013,Jack's New England Clam Chowder,Seafood
10316,62,39.4,70,0,RATTC,27/09/2013,25/10/2013,08/10/2013,Tarte au sucre,Confections
10317,1,14.4,20,0,LONEP,30/09/2013,28/10/2013,10/10/2013,Chai,Beverages
10318,41,7.7,20,0,ISLAT,01/10/2013,29/10/2013,04/10/2013,Jack's New England Clam Chowder,Seafood
10318,76,14.4,6,0,ISLAT,01/10/2013,29/10/2013,04/10/2013,Lakkaliköri,Beverages
10319,17,31.2,8,0,TORTU,02/10/2013,30/10/2013,11/10/2013,Alice Mutton,Meat & Poultry
10319,28,36.4,14,0,TORTU,02/10/2013,30/10/2013,11/10/2013,Rössle Sauerkraut,Produce
10319,76,14.4,30,0,TORTU,02/10/2013,30/10/2013,11/10/2013,Lakkaliköri,Beverages
10320,71,17.2,30,0,WARTH,03/10/2013,17/10/2013,18/10/2013,Flotemysost,Dairy Products
10321,35,14.4,10,0,ISLAT,03/10/2013,31/10/2013,11/10/2013,Steeleye Stout,Beverages
10322,52,5.6,20,0,PERIC,04/10/2013,01/11/2013,23/10/2013,Filo Mix,Grains & Cereals
10323,15,12.4,5,0,KOENE,07/10/2013,04/11/2013,14/10/2013,Genen Shouyu,Condiments
10323,25,11.2,4,0,KOENE,07/10/2013,04/11/2013,14/10/2013,NuNuCa Nuß-Nougat-Creme,Confections
10323,39,14.4,4,0,KOENE,07/10/2013,04/11/2013,14/10/2013,Chartreuse verte,Beverages
10324,16,13.9,21,0.15,SAVEA,08/10/2013,05/11/2013,10/10/2013,Pavlova,Confections
10324,35,14.4,70,0.15,SAVEA,08/10/2013,05/11/2013,10/10/2013,Steeleye Stout,Beverages
10324,46,9.6,30,0,SAVEA,08/10/2013,05/11/2013,10/10/2013,Spegesild,Seafood
10324,59,44,40,0.15,SAVEA,08/10/2013,05/11/2013,10/10/2013,Raclette Courdavault,Dairy Products
10324,63,35.1,80,0.15,SAVEA,08/10/2013,05/11/2013,10/10/2013,Vegie-spread,Condiments
10325,6,20,6,0,KOENE,09/10/2013,23/10/2013,14/10/2013,Grandma's Boysenberry Spread,Condiments
10325,13,4.8,12,0,KOENE,09/10/2013,23/10/2013,14/10/2013,Konbu,Seafood
10325,14,18.6,9,0,KOENE,09/10/2013,23/10/2013,14/10/2013,Tofu,Produce
10325,31,10,4,0,KOENE,09/10/2013,23/10/2013,14/10/2013,Gorgonzola Telino,Dairy Products
10325,72,27.8,40,0,KOENE,09/10/2013,23/10/2013,14/10/2013,Mozzarella di Giovanni,Dairy Products
10326,4,17.6,24,0,BOLID,10/10/2013,07/11/2013,14/10/2013,Chef Anton's Cajun Seasoning,Condiments
10326,57,15.6,16,0,BOLID,10/10/2013,07/11/2013,14/10/2013,Ravioli Angelo,Grains & Cereals
10326,75,6.2,50,0,BOLID,10/10/2013,07/11/2013,14/10/2013,Rhönbräu Klosterbier,Beverages
10327,2,15.2,25,0.2,FOLKO,11/10/2013,08/11/2013,14/10/2013,Chang,Beverages
10327,11,16.8,50,0.2,FOLKO,11/10/2013,08/11/2013,14/10/2013,Queso Cabrales,Dairy Products
10327,30,20.7,35,0.2,FOLKO,11/10/2013,08/11/2013,14/10/2013,Nord-Ost Matjeshering,Seafood
10327,58,10.6,30,0.2,FOLKO,11/10/2013,08/11/2013,14/10/2013,Escargots de Bourgogne,Seafood
10328,59,44,9,0,FURIB,14/10/2013,11/11/2013,17/10/2013,Raclette Courdavault,Dairy Products
10328,65,16.8,40,0,FURIB,14/10/2013,11/11/2013,17/10/2013,Louisiana Fiery Hot Pepper Sauce,Condiments
10328,68,10,10,0,FURIB,14/10/2013,11/11/2013,17/10/2013,Scottish Longbreads,Confections
10329,19,7.3,10,0.05,SPLIR,15/10/2013,26/11/2013,23/10/2013,Teatime Chocolate Biscuits,Confections
10329,30,20.7,8,0.05,SPLIR,15/10/2013,26/11/2013,23/10/2013,Nord-Ost Matjeshering,Seafood
10329,38,210.8,20,0.05,SPLIR,15/10/2013,26/11/2013,23/10/2013,Côte de Blaye,Beverages
10329,56,30.4,12,0.05,SPLIR,15/10/2013,26/11/2013,23/10/2013,Gnocchi di nonna Alice,Grains & Cereals
10330,26,24.9,50,0.15,LILAS,16/10/2013,13/11/2013,28/10/2013,Gumbär Gummibärchen,Confections
10330,72,27.8,25,0.15,LILAS,16/10/2013,13/11/2013,28/10/2013,Mozzarella di Giovanni,Dairy Products
10331,54,5.9,15,0,BONAP,16/10/2013,27/11/2013,21/10/2013,Tourtière,Meat & Poultry
10332,18,50,40,0.2,MEREP,17/10/2013,28/11/2013,21/10/2013,Carnarvon Tigers,Seafood
10332,42,11.2,10,0.2,MEREP,17/10/2013,28/11/2013,21/10/2013,Singaporean Hokkien Fried Mee,Grains & Cereals
10332,47,7.6,16,0.2,MEREP,17/10/2013,28/11/2013,21/10/2013,Zaanse koeken,Confections
10333,14,18.6,10,0,WARTH,18/10/2013,15/11/2013,25/10/2013,Tofu,Produce
10333,21,8,10,0.1,WARTH,18/10/2013,15/11/2013,25/10/2013,Sir Rodney's Scones,Confections
10333,71,17.2,40,0.1,WARTH,18/10/2013,15/11/2013,25/10/2013,Flotemysost,Dairy Products
10334,52,5.6,8,0,VICTE,21/10/2013,18/11/2013,28/10/2013,Filo Mix,Grains & Cereals
10334,68,10,10,0,VICTE,21/10/2013,18/11/2013,28/10/2013,Scottish Longbreads,Confections
10335,2,15.2,7,0.2,HUNGO,22/10/2013,19/11/2013,24/10/2013,Chang,Beverages
10335,31,10,25,0.2,HUNGO,22/10/2013,19/11/2013,24/10/2013,Gorgonzola Telino,Dairy Products
10335,32,25.6,6,0.2,HUNGO,22/10/2013,19/11/2013,24/10/2013,Mascarpone Fabioli,Dairy Products
10335,51,42.4,48,0.2,HUNGO,22/10/2013,19/11/2013,24/10/2013,Manjimup Dried Apples,Produce
10336,4,17.6,18,0.1,PRINI,23/10/2013,20/11/2013,25/10/2013,Chef Anton's Cajun Seasoning,Condiments
10337,23,7.2,40,0,FRANK,24/10/2013,21/11/2013,29/10/2013,Tunnbröd,Grains & Cereals
10337,26,24.9,24,0,FRANK,24/10/2013,21/11/2013,29/10/2013,Gumbär Gummibärchen,Confections
10337,36,15.2,20,0,FRANK,24/10/2013,21/11/2013,29/10/2013,Inlagd Sill,Seafood
10337,37,20.8,28,0,FRANK,24/10/2013,21/11/2013,29/10/2013,Gravad lax,Seafood
10337,72,27.8,25,0,FRANK,24/10/2013,21/11/2013,29/10/2013,Mozzarella di Giovanni,Dairy Products
10338,17,31.2,20,0,OLDWO,25/10/2013,22/11/2013,29/10/2013,Alice Mutton,Meat & Poultry
10338,30,20.7,15,0,OLDWO,25/10/2013,22/11/2013,29/10/2013,Nord-Ost Matjeshering,Seafood
10339,4,17.6,10,0,MEREP,28/10/2013,25/11/2013,04/11/2013,Chef Anton's Cajun Seasoning,Condiments
10339,17,31.2,70,0.05,MEREP,28/10/2013,25/11/2013,04/11/2013,Alice Mutton,Meat & Poultry
10339,62,39.4,28,0,MEREP,28/10/2013,25/11/2013,04/11/2013,Tarte au sucre,Confections
10340,18,50,20,0.05,BONAP,29/10/2013,26/11/2013,08/11/2013,Carnarvon Tigers,Seafood
10340,41,7.7,12,0.05,BONAP,29/10/2013,26/11/2013,08/11/2013,Jack's New England Clam Chowder,Seafood
10340,43,36.8,40,0.05,BONAP,29/10/2013,26/11/2013,08/11/2013,Ipoh Coffee,Beverages
